timestamp,station_id,temperature,pressure,humidity,anomaly_type,is_anomaly
2025-01-01 00:00:00,AWS_001,16.632804335375805,1004.09651192579,95.26326571410071,none,0
2025-01-01 01:00:00,AWS_001,17.416172843570227,1003.9787677800973,100.0,none,0
2025-01-01 02:00:00,AWS_001,18.21201854380532,1004.2584297381071,97.61296543066364,none,0
2025-01-01 03:00:00,AWS_001,19.07078454033116,1004.4220838793077,98.72287034576541,none,0
2025-01-01 04:00:00,AWS_001,19.711291716107343,1004.2670651291241,95.05987847808086,none,0
2025-01-01 05:00:00,AWS_001,21.971345543558307,1004.8182854907396,97.60110280201155,none,0
2025-01-01 06:00:00,AWS_001,23.37645275958708,1004.8694220500552,92.09828023758546,none,0
2025-01-01 07:00:00,AWS_001,24.930790868083193,1004.8983483876491,91.20546078534205,none,0
2025-01-01 08:00:00,AWS_001,26.393931548645863,1005.677423749437,93.25261504364423,none,0
2025-01-01 09:00:00,AWS_001,27.78030795445894,1005.349282264333,91.64792236937295,none,0
2025-01-01 10:00:00,AWS_001,29.1892941896466,1006.4935968730751,81.93520521689162,none,0
2025-01-01 11:00:00,AWS_001,28.646937526179844,1006.3920891932215,83.3962960558638,none,0
2025-01-01 12:00:00,AWS_001,29.114893871878817,1006.0926928655849,89.57000897006073,none,0
2025-01-01 13:00:00,AWS_001,29.593290382666382,1006.3500884006711,90.44444338949994,none,0
2025-01-01 14:00:00,AWS_001,27.757036753640786,1005.94937184133,94.42856021837721,none,0
2025-01-01 15:00:00,AWS_001,27.46898404979727,1005.9165503453095,90.04424949071092,none,0
2025-01-01 16:00:00,AWS_001,25.82050635854769,1005.3046045033433,87.24123785570434,none,0
2025-01-01 17:00:00,AWS_001,24.64118143351075,1005.6290786439655,90.16238555863482,none,0
2025-01-01 18:00:00,AWS_001,23.28614219934919,1004.6574788375733,94.06787618592763,none,0
2025-01-01 19:00:00,AWS_001,20.770933650014967,1004.4520834539447,95.39089605367991,none,0
2025-01-01 20:00:00,AWS_001,19.69934733406951,1005.2329878551944,97.04488586517397,none,0
2025-01-01 21:00:00,AWS_001,18.291562255377315,1004.3863811367546,100.0,none,0
2025-01-01 22:00:00,AWS_001,17.807856051676914,1003.7372266529364,91.3681474187489,none,0
2025-01-01 23:00:00,AWS_001,17.025410760286025,1004.089997043336,100.0,none,0
2025-01-02 00:00:00,AWS_001,17.70260731012168,1003.4260489764913,100.0,none,0
2025-01-02 01:00:00,AWS_001,17.05980443991572,1003.8174692662269,96.92841284476837,none,0
2025-01-02 02:00:00,AWS_001,18.586014978564453,1003.7071678267092,98.84833595315206,none,0
2025-01-02 03:00:00,AWS_001,18.691621404641484,1003.9615758049349,97.9644642863463,none,0
2025-01-02 04:00:00,AWS_001,20.20539631004495,1004.409527376414,94.3026632904568,none,0
2025-01-02 05:00:00,AWS_001,21.55992761657331,1004.8734830790154,89.7889855867134,none,0
2025-01-02 06:00:00,AWS_001,23.101589011625208,1005.3232240034237,92.89877534370802,none,0
2025-01-02 07:00:00,AWS_001,24.19910320048116,1005.260265957817,96.28291521753647,none,0
